이름,플랫폼,작가,그림,장르,상태,요일,조회수,별점,총화수,무료,무료주기,키워드,줄거리,첫화링크
저주받은 나으리,kakaopage,Flying Color Creation,Flying Color Creation,로맨스,연재중,연,1.1만,8.5,70,3,,"시대/역사로맨스,오해물,착각물,암투물,막장,까칠남,왕족/귀족,츤데레남,엉뚱발랄녀,계략녀,능글녀,털털녀,계약관계,갑을관계,로맨틱코미디","기방에서 어린나이부터 물건을 팔아 자신의 몸값을 충당하던 당돌하고돈을 밝히는 수이는 우연히 어느 궁에 몰래 들어가게 된다 그곳에서 마주친인물은 소 가의 후작, 소백현이었고 그는 옛날에 박쥐에게 물려 흡혈병을 앓게되었는데 왜인지 수이의 피를 마시면 증상이 나아지게 된다 자신의 병을 낫게해줄 수이를 자신의 옆에 두며 점점 알 수 없는 마음을 갖게 되어 냉혈한 소백현이점점 부드러워지게 되는데…",https://page.kakao.com/content/61275785
이렇게 바보일리 없어,kakaopage,한지혜,POP,로맨스,완결,완결,975.4만,9.9,91,3,3시간,"현대로맨스,동거물,학원물,운명,능력남,대형견남,순진남,능력녀,평범녀,계약관계,친구>연인,로맨틱코미디","잘나가는 부자들만 다닐 수 있는 국제섬고등학교로 전학 가게 된 '도하'이곳은 서열에 따라 기숙사 건물, 방 크기가 정해지는 독특한 시스템으로 유명한데그 중 가장 큰 VIP룸을 3년 내내 쓰고있는 최고의 셀럽 '로운'과 계속 부딪히게 된다얼굴, 몸, 지성, 의리 모든 걸 갖춘 완벽한 남자 로운그런데 딱 한가지 감춰진 비밀이 있다면 여자마음 1도 모르는 연애바보라는 것로운의 팬인 쌍둥이 언니의 부탁으로속마음을 통해 대화할 수 있는 특별한 탄생석을 이용해 그의 소식을 공유하던 중,언니의 탄생석이 로운의 손에 들어간 것을 알고다시 되찾기 위해 고군분투하게 된다드디어 탄생석을 되찾고, 꿈꾸던 조용한 학교생활을 하나 싶었지만,갑작스러운 기숙사 퇴출 통보로 갈 곳 없어진 도하와VIP룸을 노리는 매력적인 라이벌의 등장으로 자신의 부족함을 깨닫게 된 로운은서로에게 필요한 것을 주고 받기로 하는데도하가 로운의 비밀 연애컨설턴트로서 활약하며본격적인 동거동락 로맨스가 시작된다",https://page.kakao.com/content/57691159
왕관 없는 여왕,kakaopage,김라무,김라무,로판,시즌 휴재,토,352.7만,9.9,54,56,,"로맨스판타지,빙의물,여주판타지,우연한만남,왕족/귀족,츤데레남,걸크러쉬,뇌섹녀,신분차이,계약관계,드라마","60세 역사학자 정귀남,정년 퇴임식 날 딸을 구하려다 사고를 당해딸이 쓴 판타지 소설의 주인공으로 깨어나다?근데 하필 천애고아에 천민으로 태어나다니알 게 뭐야 정귀남, 이제부터 2회차 인생 시작이다",https://page.kakao.com/content/59974940
2회차는 완벽한 복수,kakaopage,아커문화,아커문화,로맨스,완결,완결,3.5만,10.0,100,3,,"현대로맨스,복수물,재벌남,냉정남,도도녀,재벌녀,사이다녀,상처녀,권선징악","굴러온 돌이 박힌 돌을 빼낸다고 했던가? 시엔 가문의 외동딸 윈터 시엔은 입양된 이복동생 한나 시엔에게 모든 것을 빼앗기고 만다 가족, 재산 그리고 사랑했던 남자까지결국 자신에게 남겨진 건 어두컴컴한 지하실 뿐이었다 그곳에서 지독한 배신을 당하고 윈터는 모든 게 끝났다고 생각했다 하지만 눈을 떠보니 윈터는 3년 전으로 돌아가 있었다이번 생에는 자신을 시궁창에 빠뜨렸던 이들에게, 그리고 한나 시엔에게 복수하기로 결심한 그녀는 바로 복수의 행보를 걷기 시작하는데 과연 이번 생에는 아무것도 잃지 않고 완벽하게 복수할 수 있을까?",https://page.kakao.com/content/59511253
내게 집착하세요,kakaopage,이우인,원킬,로판,시즌 휴재,토,375.2만,9.9,32,3,7일,,움직이면 피를 토하는 잊혀진 찬밥 황녀 아라벨라 드래곤의 피를 이어받은 황실의 압제에 맞서 일어나는 반란 사건 때 죽임을 당한 후 회귀한다 자신이 25살의 생일까지 살아남아야 회귀가 끝난다는 것을 알게 된 아라벨라는 생명 연장을 위해 반란군에게서 답을 찾기로 결심한다,https://page.kakao.com/content/58374754
신은 나를 버렸다,kakaopage,Rose Studio,Rose Studio,액션,휴재,휴재,136.6만,9.4,265,6,2일,"검,술법,노력,먼치킨,생존,성장,조력자,초능력,퓨전","인계, 지계, 천계 삼계는 혼돈의 기운으로 인해 혼란에 빠지게 되고, 이를 타개할 유일한 희망은 바로 사고로 반신불구가 된 소년, 최호명사랑하는 가족마저 잃고 세상에게 버림받았다고 느낄 만큼 불운으로 가득찼던 그의 운명은 여우 요괴 효천의 등장으로 송두리째 바뀌었다 요력을 받은 호명은 평범한 인간보다 월등한 힘을 얻게 되었지만, 세상은 그리 호락호락하지만은 않았으니…",https://page.kakao.com/content/56409337
주인공들의 아이로 태어났다,kakaopage,,미토,로판,시즌 휴재,토,409.2만,9.8,51,4,3일,"로맨스판타지,육아물,성장물,환생물,가족물,다정남,능력남,능력녀,엉뚱발랄녀,계략남,다정녀,삼각관계,치유물","시종들에게 괴롭힘을 당하던 6살 공녀 에멜리에트는 어느 날 불현듯 전생의 기억을 떠올리게 된다자신이 전생에 읽었던 소설 속 주인공들의 아이로 환생했다는 사실을소설의 엔딩으로부터 3년 뒤 엄마는 자신을 낳다 죽었고,그로 인해 아빠는 하나뿐인 딸을 방치하고 있는 상황이다에멜리에트는 현재 자신이 처한 불리한 상황을 극복하기 위해 본격 아빠 꼬시기 작전을 시작하는데…과연 에멜리에트는 아빠의 사랑도 되찾고, 눈앞에 닥치는 엄청난 현실들도 이겨낼 수 있을까?",https://page.kakao.com/content/59723123
시한부 악녀의 해피엔딩,kakaopage,류호,연어,로판,완결,완결,"1,575만",10.0,110,3,3일,"로맨스판타지,차원이동물,시한부,초월적존재,까칠남,다정남,집착남,외유내강,걸크러쉬,악녀,계약관계,쌍방삽질,달달물,로맨틱코미디,엉뚱발랄녀","“우리 가문의 재산을 전부 드리겠어요저와 6개월 계약 결혼만 해주신다면”세계관 최고의 악녀로 다시 태어난 나,무심하고 차가운 그에게 행복한 결혼 생활을 해야 한다?사고로 죽은 뒤, 이 세계 최고의 악녀, ‘클레아’가 되었다다시 현생으로 돌려보내 주겠다는 마왕의 거래 조건은 다름 아닌,전쟁광으로 유명한 디트로이 대공‘아이작’과의 행복한 결혼생활하지만… 첫째, 아이작 디트로이 대공은 나를 싫어한다둘째, 내 몸은 개복치만큼 약하다한 걸음 당 HP -1, 총 HP의 1/3이 줄면 각혈이 시작되는 이 몸으로과연 1년 안에 행복한 결혼 생활을 마왕에게 보여줄 수 있을까?쥐면 꺼지고, 불면 날아가는개복치 피지컬 클레아의 아슬아슬 로맨스",https://page.kakao.com/content/56095545
신인왕좌,kakaopage,Sariel,Sariel,판타지,연재중,토,"4,972.9만",9.9,280,8,1일,"천재,검사,마법사,격투가,용병,정령술사,용사,힐러","유명 판타지 소설을 만화화 한 작품마족이 강세하고 인류는 멸종 위기에 직면하였다 인류는 6대 성전을 만들어 생존한 사람들을 이끌고 인류의 마지막 영토를 보호하기 위해 싸우고 있다이런 혼탁한 어지러운 세상으로부터 어머니를 보호하기 위해 기사가 되겠다고 결심한 소년 피나는 노력 끝에 기사 성전에 들어가 기사로 승급되는데 그런 그 소년에게 연이은 고난과 음모들이 일어난다… 그렇게 더욱 넓은 세상에 발을 들인 소년은 이 세상에 존재하는 어두운 악의 세력들을 접하게 되고, 이 세계와 사람들을 보호하기 위해서는 더더욱 강해져야 한다고 다짐한다…인류의 6대 성전과, 마족의 72주 마신이 얽히고설킨 이 혼탁한 세계, 소년은 과연 기사의 최고 영예를 뜻하는 신인왕좌에 오를 수 있을까?“매 하나의 신인왕좌에는 모두 신이 남긴 흔적이 있다 난 언젠가는 한 명의 신인 기사가 될 것이다”",https://page.kakao.com/content/47936014
제독의 괴물아내,kakaopage,시뉴,STUDIO107(울트라미디어),로판,완결,완결,619.6만,9.9,79,10,3일,"로맨스판타지,성장물,초월적존재,운명,다정남,능글남,왕족/귀족,절륜남,자상녀,외유내강,순진녀,다정녀,정략결혼","태어날 때부터 몸 곳곳에 비늘이 돋아 괴물이라 불리던 플랑 후작 가문의 영애 '루디아 플랑'그녀는 황제의 명으로 거칠고 사납기로 유명한 뱃사람, 칠리아 제독과 결혼하게 된다그런데 처음 만난 그는 의외로 상냥하기만 한데?환상적인 바다에서 펼쳐지는 선결혼 후연애 운명적 사랑",https://page.kakao.com/content/58318624
갑질하는 영주님,kakaopage,Doby,지실,판타지,휴재,휴재,214.5만,9.8,53,3,3일,빙의,"외계인의 침공으로 황폐화된 지구,민병대를 이끌던 '박현성'은 처절한 항전 끝에외계인을 위기로 몰아넣는데 성공한다워프로 도망가는 외계인과 함께 산화하려는 마지막 순간워프에 휘말려 정신을 잃고 만다눈을 뜨니 거울 속에 비치는 모습은 민병대장 '박현성'이 아닌알베른의 어리고 병약한 꼭두각시 영주 '이안 알베른'이었다주변은 전부 자신을 이용하려는 사람들뿐내 편 하나 찾기 어려운 상황에서질풍 같은 이안의 갑질이 시작된다'내가 영주인데, 뭐? 불만 있어?'관리가 엉망인 영지, 뒷 돈만 밝히는 탐관오리, 신뢰도 제로의 부하들다 필요 없어 지금부터 이곳은 나, 이안 알베른이 지배한다탐관오리는 몽둥이 찜질 영지를 노략질하던 해적에겐 처절한 응징사람 목숨 가지고 노는 흑마법사에겐 가차 없는 죽음의 참교육고대 유령의 검술, 각성한 워프 능력 등강해지기 위해서라면 뭐든지 이용한다이세계에서 펼쳐지는 이안의판타지 갑질 일대기가 지금 시작됩니다",https://page.kakao.com/content/59350717
여주를 믿지 마세요,kakaopage,불리운,탄산s,로판,연재중,토,449.1만,9.9,97,57,1일,"로맨스판타지,복수물,회귀물,다정남,순정남,능력남,직진남,계략남,능력녀,걸크러쉬,계략녀,다정녀,계약관계,나이차커플,권선징악","「역사는 승자의 기록이다」 자신이 읽었던 원작 소설에서 다시 태어난 메데나 로덴헤르그는 원작에 참고하여 자신이 후원하던 원작의 여주 수잔에 의해 단두대에서 처형당하게 된다 수잔을 원망하며 죽음을 맞이했던 메데나는 웬걸, 10년 전 자신의 방에서 회귀한다 “설마…… 나 회귀한 거야?” 그것도 수잔의 후원을 결정하는 날로 절대 같은 실수를 하지 않겠다고 마음 먹은 메데나는 자신에게 달라붙은 수잔을 떼어내고 오히려 원작의 악역인 파렌을 후원하기로 마음 먹는다 그와 '피의 계약'까지 맺어가며 살아남기로 마음 먹은 메데나 과연 이전과 다른 삶을 살 수 있을까",https://page.kakao.com/content/59158385
후궁공략,kakaopage,봉봉,봉봉,로판,완결,완결,912.2만,9.9,130,6,3시간,"암투물,빙의물,능글남,능력녀,드라마","수능 100일 남은 여고생 이요나,가상현실 게임 <후궁공략>속 황귀비의 몸 속에 갇히다현실로 돌아가고 싶다면 황후가 되는 엔딩을 보는 것뿐이라고?퀘스트를 깨는 것도 힘들어 죽겠는데, 수상한 미남자가 주변을 맴돌며 귀찮게 하고 궁중의 음모에 시달리기까지과연 황후 엔딩을 쟁취하고 현실로 돌아갈 수 있을까",https://page.kakao.com/content/55500690
네 이웃의 취향,kakaopage,,희,로맨스,완결,완결,984.9만,9.9,73,3,1일,"현대로맨스,까칠남,차도남,존댓말남,평범녀,다정녀","동네에서 작게 공방을 운영하고 있는 가은은 어느 날 익숙하던 옆집이 공사판으로 바뀌는 것을 보고 기함한다게다가 낯설게 바뀐 그 집에 새롭게 이사온 이웃은 그녀가 본 적 없는 부류의 사납고 매서운 남자인데-""가은 씨, 저 집 좀 이상하지 않아?""높은 담과 쉴 새 없이 드나드는 여자들게다가 대낮부터 옷을 벗고 있는 걸 보면 그도 절대 평범한 사람은 아닐 것이다가은은 최대한 남자와 엮이지 않기로 다짐하지만""누구 맘대로 들어온 겁니까""""누가 이걸 집 앞에 떨어뜨리고 갔어요""""고작 이딴 걸 전해 주겠다고 담이라도 넘은 겁니까?""낯설고 수상한 거기에 성격까지 까칠하기 이를 데 없는 그녀의 이웃가은은 이 오만한 이웃과 평화롭게 살 수 있을까?각자에 대한 편견에 사로잡힌 남녀가 만들어가는 달콤 쌉싸름한 연애기웹툰으로 새롭게 보여지는, ""네 이웃의 취향""",https://page.kakao.com/content/58408884
쎄쎄쎄,kakaopage,희똑,희똑,로맨스,완결,완결,6.5만,9.7,17,4,,,"이상적인 연애가 아니라 해서 실패한 연애일까? 마음껏 사랑할 수 있고 그만큼 사랑 받을 수 있다면 성공한 연애가 아닐까? 우리는 사랑을 하고 있고, 그만큼 사랑받고 있다 세 자매의 서로 다른 로맨스",https://page.kakao.com/content/51132377
최강무혼,kakaopage,luochengdong,luochengdong,무협,휴재,휴재,83.8만,9.2,101,5,2일,"노력,무림,복수,빙의,생존,성장,검","""사부님을 모욕한 죄, 죽음으로 갚아라""갑작스런 사부님의 죽음, 그 원수를 갚기엔 진태건의 몸은 '폐물'이었다그러나 사부님의 법보로 엄청난 힘을 얻게 되는데폐물에서 최강자가 된 그 남자의 통쾌한 복수극이 시작된다",https://page.kakao.com/content/57247109
누가 무림맹주를 죽였나,kakaopage,주간15,곤조,액션,시즌 휴재,연,11.1만,8.8,102,6,3일,,"어릴 적 부모를 여읜 허신우 11살 때부터 의뢰를 받아 사람을 죽이는 낭인 생활을 해왔는데, 어느 날 무림맹의 맹주이자 천외문의 문주인 외할아버지가 누군가에게 살해당한다그 일로 인해 허신우는 무림맹주 살해용의자가 되었을 뿐만 아니라, 천외문의 절대무공 패천신공을 노리는 무림인들에게 목숨을 위협받는 상황이 된다하지만 비운은 그것으로 끝나지 않고, 도피 도중에 돌연 수수께끼의 '마인'에게 모친의 유골을 빼앗기고 마는데…현대 무림의 중심지인 한국을 무대로 펼치는 무협 액션 판타지",https://page.kakao.com/content/59190176
