number,country,points,price,province,region_1,region_2,title,variety,winery
1831,France,95,,Champagne,Champagne,,Taittinger 2002 Brut Millésimé  (Champagne),Champagne Blend,Taittinger
1832,US,95,39.0,California,Arroyo Grande Valley,Central Coast,Testarossa 2010 Rincon Vineyard Chardonnay (Arroyo Grande Valley),Chardonnay,Testarossa
1833,US,95,57.0,California,Russian River Valley,Sonoma,Merry Edwards 2010 Meredith Estate Pinot Noir (Russian River Valley),Pinot Noir,Merry Edwards
1834,US,95,57.0,California,Russian River Valley,Sonoma,Merry Edwards 2010 Klopp Ranch Pinot Noir (Russian River Valley),Pinot Noir,Merry Edwards
1835,US,95,50.0,California,Green Valley,Sonoma,Dutton-Goldfield 2011 Dutton Ranch Rued Vineyard Chardonnay (Green Valley),Chardonnay,Dutton-Goldfield
1836,Portugal,95,40.0,Douro,,,Wine & Soul 2009 Pintas Character Red (Douro),Portuguese Red,Wine & Soul
1837,US,95,70.0,California,Sta. Rita Hills,Central Coast,Tantara 2010 Gwendolyn Pinot Noir (Sta. Rita Hills),Pinot Noir,Tantara
1838,France,95,360.0,Burgundy,Chambertin,,Domaine Jacques Prieur 2009 Chambertin  (Chambertin),Pinot Noir,Domaine Jacques Prieur
1839,Italy,95,135.0,Piedmont,Barolo,,Marchesi di Barolo 2007 Cannubi  (Barolo),Nebbiolo,Marchesi di Barolo
1840,US,95,75.0,California,Santa Ynez Valley,Central Coast,Dragonette 2013 MJM Syrah (Santa Ynez Valley),Syrah,Dragonette
1841,US,95,45.0,Washington,Red Mountain,Columbia Valley,Mark Ryan 2008 Dead Horse Red (Red Mountain),Bordeaux-style Red Blend,Mark Ryan
1842,US,95,135.0,California,Napa Valley,Napa,David Arthur 2006 Elevation 1147 Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,David Arthur
1843,Portugal,95,90.0,Port,,,Quinta de la Rosa 2011 Estate Bottled Vintage  (Port),Port,Quinta de la Rosa
1844,France,95,,Burgundy,Chevalier-Montrachet,,Bouchard Père & Fils 2006  Chevalier-Montrachet,Chardonnay,Bouchard Père & Fils
1845,France,95,,Burgundy,Corton-Charlemagne,,Louis Latour 2006  Corton-Charlemagne,Chardonnay,Louis Latour
1846,France,95,,Burgundy,Chevalier-Montrachet,,Bouchard Père & Fils 2006 Chevalier-Montrachet La Cabotte  (Chevalier-Montrachet),Chardonnay,Bouchard Père & Fils
1847,US,95,70.0,California,Alexander Valley,Sonoma,Lancaster 2005 Cabernet Sauvignon (Alexander Valley),Cabernet Sauvignon,Lancaster
1848,Portugal,95,,Port,,,Taylor Fladgate 2011 Quinta da Eira Velha Vintage  (Port),Port,Taylor Fladgate
1849,Germany,95,333.0,Pfalz,,,Geh. Rat Dr. von Bassermann-Jordan 2007 Ruppertsberger Reiterpfad Trockenbeerenauslese - 375 ml Riesling (Pfalz),Riesling,Geh. Rat Dr. von Bassermann-Jordan
1850,US,95,100.0,California,Rutherford,Napa,Meander 2005 Morisoli Vineyard Cabernet Sauvignon (Rutherford),Cabernet Sauvignon,Meander
1851,US,95,82.0,California,Napa Valley,Napa,Alpha Omega 2006 Proprietary Red Wine Red (Napa Valley),Bordeaux-style Red Blend,Alpha Omega
1852,US,95,75.0,California,Napa Valley,Napa,Hall 2006 Kathryn Hall Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Hall
1853,Australia,95,60.0,South Australia,Barossa Valley,,Kaesler 2006 Old Vine Shiraz (Barossa Valley),Shiraz,Kaesler
1854,Portugal,95,236.0,Madeira,,,Blandy's 1980 White (Madeira),Terrantez,Blandy's
1855,US,95,80.0,Oregon,Dundee Hills,Willamette Valley,The Eyrie Vineyards 2014 Original Vines Estate Pinot Noir (Dundee Hills),Pinot Noir,The Eyrie Vineyards
1856,England,95,50.0,England,,,Chapel Down 2011 Three Graces Sparkling (England),Sparkling Blend,Chapel Down
1857,France,95,72.0,Alsace,Alsace,,Domaine Gresser 2014 Kastelberg Grand Cru Riesling (Alsace),Riesling,Domaine Gresser
1858,France,95,74.0,Alsace,Alsace,,Domaine Marcel Deiss 2012 Altenberg de Bergheim Grand Cru White (Alsace),Alsace white blend,Domaine Marcel Deiss
1859,Italy,95,65.0,Piedmont,Barolo,,Pio Cesare 2007  Barolo,Nebbiolo,Pio Cesare
1860,US,95,45.0,California,Russian River Valley,Sonoma,Marimar Estate 2007 Dobles Lías Don Miguel Vineyard Chardonnay (Russian River Valley),Chardonnay,Marimar Estate
1861,US,95,65.0,California,Russian River Valley,Sonoma,Joseph Swan Vineyards 2012 Trenton Estate Vineyard Pinot Noir (Russian River Valley),Pinot Noir,Joseph Swan Vineyards
1862,Argentina,95,100.0,Mendoza Province,Luján de Cuyo,,Terrazas de Los Andes 2009 Single Parcel Los Cerezos Malbec (Luján de Cuyo),Malbec,Terrazas de Los Andes
1863,France,95,89.0,Burgundy,Chablis,,La Chablisienne 2014 Château Grenouilles Grand Cru  (Chablis),Chardonnay,La Chablisienne
1864,US,95,55.0,California,Russian River Valley,Sonoma,Lynmar 2015 Old Wente Chardonnay (Russian River Valley),Chardonnay,Lynmar
1865,France,95,75.0,Alsace,Alsace,,Hugel 2011 Grossi Laüe Pinot Gris (Alsace),Pinot Gris,Hugel
1866,France,95,45.0,Alsace,Alsace,,Jean Biecher & Fils 2016 Wiebelsberg Grand Cru Riesling (Alsace),Riesling,Jean Biecher & Fils
1867,France,95,45.0,Alsace,Alsace,,Marc Kreydenweiss 2014 Kastelberg Grand Cru Riesling (Alsace),Riesling,Marc Kreydenweiss
1868,US,95,165.0,California,Oakville,Napa,Nickel & Nickel 2014 Martin Stelling Vineyard Cabernet Sauvignon (Oakville),Cabernet Sauvignon,Nickel & Nickel
1869,France,95,300.0,Champagne,Champagne,,Perrier Jouët 2004 Belle Epoque Blanc de Blancs Brut Chardonnay (Champagne),Chardonnay,Perrier Jouët
1870,France,95,55.0,Loire Valley,Coteaux du Layon,,Moulin Touchais 1996 Chenin Blanc (Coteaux du Layon),Chenin Blanc,Moulin Touchais
1871,France,95,97.0,Champagne,Champagne,,Taittinger 2012 Millésimé Brut  (Champagne),Champagne Blend,Taittinger
1872,France,95,36.0,Alsace,Alsace,,Paul Blanck 2014 Schlossberg Grand Cru Riesling (Alsace),Riesling,Paul Blanck
1873,US,95,50.0,California,Russian River Valley,Sonoma,Limerick Lane 2015 Headpruned Block Syrah (Russian River Valley),Syrah,Limerick Lane
1874,US,95,75.0,California,Templeton Gap District,Central Coast,Austin Hope 2014 Avery #3 The Magic Sun G-S-M (Templeton Gap District),G-S-M,Austin Hope
1875,France,95,60.0,Alsace,Alsace,,Trimbach 2008 Cuvée Frédéric Emile Riesling (Alsace),Riesling,Trimbach
1876,France,95,154.0,Burgundy,Chablis,,Albert Bichot 2015 Domaine Long-Depaquit Moutonne  (Chablis),Chardonnay,Albert Bichot
1877,Spain,95,90.0,Catalonia,Priorat,,Terroir Al Límit 2014 Dits Del Terra Carignan (Priorat),Carignan,Terroir Al Límit
1878,US,95,50.0,California,Sta. Rita Hills,Central Coast,Siduri 2015 Dierberg Vineyard Pinot Noir (Sta. Rita Hills),Pinot Noir,Siduri
1879,US,95,120.0,California,North Coast,North Coast,Schramsberg 2008 Reserve Sparkling (North Coast),Sparkling Blend,Schramsberg
1880,US,95,46.0,California,Sta. Rita Hills,Central Coast,Flying Goat Cellars 2013 Rio Vista Vineyard Dijon Pinot Noir (Sta. Rita Hills),Pinot Noir,Flying Goat Cellars
1881,US,95,110.0,California,Carneros,Napa-Sonoma,Domaine Carneros 2010 Le Rêve Estate Grown Blanc de Blancs Chardonnay (Carneros),Chardonnay,Domaine Carneros
1882,US,95,70.0,California,Santa Cruz Mountains,Central Coast,Mount Eden Vineyards 2013 Estate Bottled Cabernet Sauvignon (Santa Cruz Mountains),Cabernet Sauvignon,Mount Eden Vineyards
1883,US,95,60.0,California,Arroyo Grande Valley,Central Coast,Laetitia 2015 Single Vineyard La Colline Pinot Noir (Arroyo Grande Valley),Pinot Noir,Laetitia
1884,France,95,125.0,Burgundy,Corton,,Domaine Arnoux Père et Fils 2015 Le Rognet  (Corton),Pinot Noir,Domaine Arnoux Père et Fils
1885,France,95,60.0,Alsace,Alsace,,Gustave Lorentz 2011 Altenberg de Bergheim Grand Cru Riesling (Alsace),Riesling,Gustave Lorentz
1886,US,95,75.0,California,Russian River Valley,Sonoma,Gary Farrell 2015 Rochioli Vineyard Pinot Noir (Russian River Valley),Pinot Noir,Gary Farrell
1887,France,95,49.0,Alsace,Alsace,,Domaine Schoffit 2015 Clos Saint-Théobald Rangen Grand Cru Muscat (Alsace),Muscat,Domaine Schoffit
1888,France,95,56.0,Alsace,Alsace,,Domaine Barmès-Buecher 2015 Hengst Grand Cru Riesling (Alsace),Riesling,Domaine Barmès-Buecher
1889,France,95,80.0,Champagne,Champagne,,Billecart-Salmon 2007 Vintage Extra Brut  (Champagne),Champagne Blend,Billecart-Salmon
1890,France,95,64.0,Loire Valley,Coteaux du Layon,,Moulin Touchais 1982 Chenin Blanc (Coteaux du Layon),Chenin Blanc,Moulin Touchais
1891,US,95,44.0,California,Edna Valley,Central Coast,Claiborne & Churchill 2015 Twin Creeks Pinot Noir (Edna Valley),Pinot Noir,Claiborne & Churchill
1892,France,95,108.0,Alsace,Alsace,,Domaine Schoffit 2012 Clos Saint-Théobald Rangen Grand Cru Sélection de Grains Nobles Pinot Gris (Alsace),Pinot Gris,Domaine Schoffit
1893,US,95,55.0,California,Russian River Valley,Sonoma,Lynmar 2015 Monastery Chardonnay (Russian River Valley),Chardonnay,Lynmar
1894,US,95,52.0,California,Russian River Valley,Sonoma,Williams Selyem 2011 Papera Vineyard Zinfandel (Russian River Valley),Zinfandel,Williams Selyem
1895,Argentina,95,225.0,Mendoza Province,Mendoza,,Viña Cobos 2010 Cobos Marchiori Vineyard Malbec (Mendoza),Malbec,Viña Cobos
1896,France,95,238.0,Burgundy,Puligny-Montrachet,,Domaine Leflaive 2010 Les Combettes Premier Cru  (Puligny-Montrachet),Chardonnay,Domaine Leflaive
1897,US,95,250.0,California,Napa Valley,Napa,Cardinale 2009 Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Cardinale
1898,US,95,65.0,California,Spring Mountain District,Napa,Terra Valentine 2010 K-Block Estate Grown Cabernet Sauvignon (Spring Mountain District),Cabernet Sauvignon,Terra Valentine
1899,US,95,100.0,California,Oakville,Napa,Janzen 2010 Beckstoffer Missouri Hopper Vineyard Cabernet Sauvignon (Oakville),Cabernet Sauvignon,Janzen
1900,US,95,200.0,California,Napa Valley,Napa,JCB 2010 No. 10 Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,JCB
1901,France,95,160.0,Burgundy,Corton-Charlemagne,,Domaine des Croix 2011  Corton-Charlemagne,Chardonnay,Domaine des Croix
1902,France,95,,Burgundy,La Romanée,,Domaine du Comte Liger-Belair 2011  La Romanée,Pinot Noir,Domaine du Comte Liger-Belair
1903,Italy,95,105.0,Tuscany,Toscana,,Marchesi Antinori 2009 Tignanello Red (Toscana),Red Blend,Marchesi Antinori
1904,US,95,60.0,California,Russian River Valley,Sonoma,Lynmar 2015 Quail Hill Vineyard Chardonnay (Russian River Valley),Chardonnay,Lynmar
1905,France,95,38.0,Alsace,Alsace,,Boeckel 2015 Zotzenberg Grand Cru Riesling (Alsace),Riesling,Boeckel
1906,US,95,65.0,Oregon,McMinnville,Willamette Valley,Brittan Vineyards 2014 Cygnus Block Pinot Noir (McMinnville),Pinot Noir,Brittan Vineyards
1907,US,95,40.0,California,Russian River Valley,Sonoma,EnRoute 2015 Brumaire Chardonnay (Russian River Valley),Chardonnay,EnRoute
1908,US,95,80.0,California,Russian River Valley,Sonoma,Benovia 2014 Bella Una Pinot Noir (Russian River Valley),Pinot Noir,Benovia
1909,France,95,360.0,Burgundy,Echézeaux,,Louis Latour 2015  Echézeaux,Pinot Noir,Louis Latour
1910,France,95,85.0,Alsace,Alsace,,Domaine Zind-Humbrecht 2012 Goldert Grand Cru Gewurztraminer (Alsace),Gewürztraminer,Domaine Zind-Humbrecht
1911,Portugal,95,,Port,,,Cálem 2011  Port,Port,Cálem
1912,France,95,,Bordeaux,Saint-Julien,,Clos du Marquis 2010  Saint-Julien,Bordeaux-style Red Blend,Clos du Marquis
1913,Italy,95,115.0,Tuscany,Brunello di Montalcino,,Il Poggione 2007 Vigna Paganelli Riserva  (Brunello di Montalcino),Sangiovese Grosso,Il Poggione
1914,Spain,95,200.0,Northern Spain,Toro,,Numanthia 2009 Termanthia  (Toro),Tinta de Toro,Numanthia
1915,France,95,90.0,Champagne,Champagne,,Larmandier-Bernier 2006 Vieilles Vignes de Cramant Grand Cru Chardonnay (Champagne),Chardonnay,Larmandier-Bernier
1916,Italy,95,150.0,Tuscany,Brunello di Montalcino,,Castello Banfi 2007 Poggio all'Oro Riserva  (Brunello di Montalcino),Sangiovese Grosso,Castello Banfi
1917,US,95,110.0,California,North Coast,North Coast,Schramsberg 2005 Reserve Sparkling (North Coast),Sparkling Blend,Schramsberg
1918,France,95,375.0,Bordeaux,Saint-Émilion,,Château Bélair-Monange 2010  Saint-Émilion,Bordeaux-style Red Blend,Château Bélair-Monange
1919,France,95,160.0,Bordeaux,Pessac-Léognan,,Château Haut-Bailly 2010  Pessac-Léognan,Bordeaux-style Red Blend,Château Haut-Bailly
1920,France,95,398.0,Bordeaux,Pomerol,,Château la Fleur-Pétrus 2010  Pomerol,Bordeaux-style Red Blend,Château la Fleur-Pétrus
1921,Spain,95,90.0,Northern Spain,Toro,,Elias Mora 2012 Gran  (Toro),Tinta de Toro,Elias Mora
1922,US,95,28.0,California,Sonoma County,Sonoma,Carlisle 2013 The Derivative White (Sonoma County),White Blend,Carlisle
1923,US,95,50.0,California,Napa Valley,Napa,Carlisle 2015 Palisades Vineyard Petite Sirah (Napa Valley),Petite Sirah,Carlisle
1924,Portugal,95,52.0,Port,,,C. da Silva 2015 Dalva Vintage  (Port),Port,C. da Silva
1925,Portugal,95,50.0,Alentejano,,,Luis Duarte 2014 Rubrica Tinto Red (Alentejano),Portuguese Red,Luis Duarte
1926,Australia,95,65.0,South Australia,Barossa Valley,,Lambert 2013 The Family Tree Shiraz (Barossa Valley),Shiraz,Lambert
1927,Portugal,95,99.0,Alentejano,,,J. Portugal Ramos 2012 Estremus Red (Alentejano),Portuguese Red,J. Portugal Ramos
1928,Portugal,95,85.0,Port,,,Quinta do Noval 2013 Vintage  (Port),Port,Quinta do Noval
1929,Portugal,95,375.0,Port,,,Kopke 1957 Colheita Tawny  (Port),Port,Kopke
1930,Portugal,95,60.0,Alentejano,,,Luis Duarte 2013 Rubrica Red (Alentejano),Portuguese Red,Luis Duarte
1931,Australia,95,70.0,South Australia,Barossa Valley,,Penfolds 1998 RWT Shiraz (Barossa Valley),Shiraz,Penfolds
1932,France,95,,Bordeaux,Saint-Estèphe,,Château Cos d'Estournel 2010  Saint-Estèphe,Bordeaux-style Red Blend,Château Cos d'Estournel
1933,US,95,60.0,California,Arroyo Grande Valley,Central Coast,Laetitia 2012 La Colline Single Vineyard Pinot Noir (Arroyo Grande Valley),Pinot Noir,Laetitia
1934,France,95,,Bordeaux,Pessac-Léognan,,Château Pape Clément 2010  Pessac-Léognan,Bordeaux-style Red Blend,Château Pape Clément
1935,US,95,55.0,California,Stags Leap District,Napa,Baldacci 2004 Cabernet Sauvignon (Stags Leap District),Cabernet Sauvignon,Baldacci
1936,US,95,55.0,California,Chalk Hill,Sonoma,Chalk Hill 2005 Botrytised Sémillon (Chalk Hill),Sémillon,Chalk Hill
1937,US,95,50.0,California,Carneros,Napa-Sonoma,Gloria Ferrer 1997 Carneros Cuvée Sparkling (Carneros),Sparkling Blend,Gloria Ferrer
1938,US,95,85.0,California,Napa Valley,Napa,Duckhorn 2004 Estate Grown Merlot (Napa Valley),Merlot,Duckhorn
1939,France,95,80.0,Champagne,Champagne,,Larmandier-Bernier NV Vieilles Vignes de Cramant Grand Cru Chardonnay (Champagne),Chardonnay,Larmandier-Bernier
1940,US,95,72.0,Oregon,Columbia Valley (OR),Oregon Other,Sineann 2005 Block One Champoux Vineyard Cabernet Sauvignon (Columbia Valley (OR)),Cabernet Sauvignon,Sineann
1941,Portugal,95,180.0,Alentejo,,,Herdade do Esporão 2011 Torre do Esporão Garrafeira Red (Alentejo),Portuguese Red,Herdade do Esporão
1942,Portugal,95,194.0,Madeira,,,Cossart Gordon 1987 Bual (Madeira),Bual,Cossart Gordon
1943,US,95,48.0,California,Ben Lomond Mountain,Central Coast,Big Basin 2014 Coast Grade Vineyard Pinot Noir (Ben Lomond Mountain),Pinot Noir,Big Basin
1944,France,95,53.0,Alsace,Alsace,,Domaine Schoffit 2014 Rangen Grand Cru Clos Saint Théobald Riesling (Alsace),Riesling,Domaine Schoffit
1945,US,95,55.0,Oregon,Dundee Hills,Willamette Valley,Domaine Serene 2013 Evenstad Reserve Chardonnay (Dundee Hills),Chardonnay,Domaine Serene
1946,France,95,46.0,Alsace,Alsace,,Domaine Weinbach 2014 Schlossberg Grand Cru Riesling (Alsace),Riesling,Domaine Weinbach
1947,US,95,95.0,Washington,Columbia Valley (WA),Columbia Valley,Shoup 2007 Red (Columbia Valley (WA)),Bordeaux-style Red Blend,Shoup
1948,US,95,90.0,California,Napa Valley,Napa,Sequoia Grove 2009 Oak Knoll Ranch Lamoreaux Vineyards Vintner Select Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Sequoia Grove
1949,US,95,38.0,California,Mendocino Ridge,,Donkey & Goat 2010 Perli Vineyard Syrah (Mendocino Ridge),Syrah,Donkey & Goat
1950,France,95,235.0,Bordeaux,Saint-Émilion,,Le Dôme 2010  Saint-Émilion,Bordeaux-style Red Blend,Le Dôme
1951,France,95,,Bordeaux,Pessac-Léognan,,Château Smith Haut Lafitte 2010  Pessac-Léognan,Bordeaux-style White Blend,Château Smith Haut Lafitte
1952,US,95,145.0,California,St. Helena,Napa,B Cellars 2009 Beckstoffer Dr. Crane Vineyard Cabernet Sauvignon (St. Helena),Cabernet Sauvignon,B Cellars
1953,US,95,165.0,California,Oakville,Napa,B Cellars 2009 Beckstoffer To Kalon Vineyard Cabernet Sauvignon (Oakville),Cabernet Sauvignon,B Cellars
1954,Germany,95,95.0,Mosel,,,Maximin Grünhäuser 2015 Abtsberg Auslese 24 Grosse Lage Riesling (Mosel),Riesling,Maximin Grünhäuser
1955,US,95,32.0,Oregon,Ribbon Ridge,Willamette Valley,Trisaetum 2010 Estates Reserve Riesling (Ribbon Ridge),Riesling,Trisaetum
1956,US,95,45.0,California,Santa Maria Valley,Central Coast,Solomon Hills 2015 Chardonnay (Santa Maria Valley),Chardonnay,Solomon Hills
1957,Austria,95,74.0,Kamptal,,,Bründlmayer 2010 Zöbinger Heiligenstein Erste Lage Lyra Reserve Riesling (Kamptal),Riesling,Bründlmayer
1958,US,95,65.0,California,Napa Valley,Napa,Switchback Ridge 1999 Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Switchback Ridge
1959,US,95,52.0,California,Sonoma Coast,Sonoma,Freeman 2009 Akiko's Cuvée Pinot Noir (Sonoma Coast),Pinot Noir,Freeman
1960,Germany,95,142.0,Rheingau,,,Robert Weil 2009 Kiedrich Turmberg Auslese Riesling (Rheingau),Riesling,Robert Weil
1961,US,95,60.0,California,Stags Leap District,Napa,Renteria 2008 Cabernet Sauvignon (Stags Leap District),Cabernet Sauvignon,Renteria
1962,Germany,95,448.0,Mosel,,,Schloss Saarstein 2009 Serrig Schloss Saarsteiner Eiswein Riesling (Mosel),Riesling,Schloss Saarstein
1963,Germany,95,292.0,Rheingau,,,Robert Weil 2009 Kiedrich Gräfenberg Beerenauslese Riesling (Rheingau),Riesling,Robert Weil
1964,France,95,150.0,Bordeaux,Saint-Julien,,Château Léoville Poyferré 2012 Barrel Sample  (Saint-Julien),Bordeaux-style Red Blend,Château Léoville Poyferré
1965,Germany,95,44.0,Rheingau,,,Prinz 2009 Jungfer Auslese Riesling (Rheingau),Riesling,Prinz
1966,US,95,75.0,California,Napa Valley,Napa,Martin Ray 2007 Synthesis Red (Napa Valley),Bordeaux-style Red Blend,Martin Ray
1967,Austria,95,80.0,Wachau,,,Rudi Pichler 2012 Wösendorfer Hochrain Smaragd Riesling (Wachau),Riesling,Rudi Pichler
1968,US,95,45.0,California,Santa Lucia Highlands,Central Coast,Roar 2010 Sierra Mar Vineyard Chardonnay (Santa Lucia Highlands),Chardonnay,Roar
1969,France,95,600.0,Bordeaux,Pauillac,,Château Mouton Rothschild 2011  Pauillac,Bordeaux-style Red Blend,Château Mouton Rothschild
1970,France,95,65.0,Bordeaux,Saint-Estèphe,,Château Calon Ségur 2011  Saint-Estèphe,Bordeaux-style Red Blend,Château Calon Ségur
1971,Italy,95,105.0,Tuscany,Toscana,,Marchesi Antinori 2010 Tignanello Red (Toscana),Red Blend,Marchesi Antinori
1972,Austria,95,75.0,Wachau,,,Rudi Pichler 2012 Wösendorfer Kirchweg Smaragd Riesling (Wachau),Riesling,Rudi Pichler
1973,Italy,95,110.0,Piedmont,Barbaresco,,Giuseppe Cortese 2006 Rabajà Riserva  (Barbaresco),Nebbiolo,Giuseppe Cortese
1974,Italy,95,200.0,Tuscany,Brunello di Montalcino,,Biondi Santi 2008  Brunello di Montalcino,Sangiovese,Biondi Santi
1975,Austria,95,75.0,Wachau,,,Josef Jamek 2012 Ried Klaus Smaragd Riesling (Wachau),Riesling,Josef Jamek
1976,Italy,95,62.0,Tuscany,Toscana,,Felsina 2010 Fontalloro Sangiovese (Toscana),Sangiovese,Felsina
1977,Italy,95,150.0,Tuscany,Brunello di Montalcino,,Col d'Orcia 2006 Poggio al Vento Riserva  (Brunello di Montalcino),Sangiovese,Col d'Orcia
1978,US,95,150.0,California,Napa Valley,Napa,Stag's Leap Wine Cellars 1998 Cask 23 Red (Napa Valley),Bordeaux-style Red Blend,Stag's Leap Wine Cellars
1979,France,95,55.0,Rhône Valley,Hermitage,,E. Guigal 1999  Hermitage,Rhône-style Red Blend,E. Guigal
1980,France,95,37.0,Rhône Valley,Cornas,,Éric & Jöel Durand 1999 Empreintes  (Cornas),Rhône-style Red Blend,Éric & Jöel Durand
1981,France,95,150.0,Rhône Valley,Côte Rôtie,,Domaine Jean-Michel Gerin 1999 La Landonne  (Côte Rôtie),Rhône-style Red Blend,Domaine Jean-Michel Gerin
1982,US,95,80.0,Oregon,Willamette Valley,Willamette Valley,Bergström 2009 Sigrid Chardonnay (Willamette Valley),Chardonnay,Bergström
1983,France,95,,Bordeaux,Saint-Estèphe,,Château Calon Ségur 2012 Barrel Sample  (Saint-Estèphe),Bordeaux-style Red Blend,Château Calon Ségur
1984,France,95,,Bordeaux,Saint-Estèphe,,Château Cos d'Estournel 2012 Barrel Sample  (Saint-Estèphe),Bordeaux-style Red Blend,Château Cos d'Estournel
1985,France,95,,Bordeaux,Saint-Julien,,Château Ducru Beaucaillou 2012 Barrel Sample  (Saint-Julien),Bordeaux-style Red Blend,Château Ducru Beaucaillou
1986,US,95,89.0,Washington,Walla Walla Valley (WA),Columbia Valley,Doubleback 2010 Cabernet Sauvignon (Walla Walla Valley (WA)),Cabernet Sauvignon,Doubleback
1987,US,95,45.0,California,Russian River Valley,Sonoma,Failla 2011 Keefer Ranch Pinot Noir (Russian River Valley),Pinot Noir,Failla
1988,US,95,45.0,Washington,Red Mountain,Columbia Valley,Gorman 2009 The Bully Cabernet Sauvignon (Red Mountain),Cabernet Sauvignon,Gorman
1989,US,95,135.0,California,Diamond Mountain District,Napa,Von Strasser 2010 Reserve Red (Diamond Mountain District),Bordeaux-style Red Blend,Von Strasser
