number,country,points,price,province,region_1,region_2,title,variety,winery,LightBold,SmoothTannin,DrySweet,SoftAcidic
1788,US,95,70.0,California,Sonoma Coast,Sonoma,Schramsberg++Brut+Sparkling+Sonoma+Coast,Sparkling Blend,Schramsberg,50,50,50,50
1789,US,95,100.0,California,Napa Valley,Napa,Janzen++Cloudy's+Vineyard+Cabernet+Sauvignon+Napa+Valley,Cabernet Sauvignon,Janzen,50,50,50,50
1790,Portugal,95,70.0,Port,,,Quinta+do+Passadouro++Vintage++Port,Port,Quinta do Passadouro,50,50,50,50
1791,Portugal,95,93.0,Port,,,Croft++Vintage++Port,Port,Croft,50,50,50,50
1792,France,95,120.0,Alsace,Alsace,,Domaine+Zind-Humbrecht++Clos+Saint+Urbain+Rangen+de+Thann+Grand+Cru+Gewurztraminer+Alsace,Gewürztraminer,Domaine Zind-Humbrecht,50,50,50,50
1793,Portugal,95,320.0,Port,,,Cálem++Colheita+Tawny++Port,Port,Cálem,50,50,50,50
1794,Germany,95,52.0,Mosel,,,Joh.+Jos.+Prüm++Zeltinger+Sonnenuhr+Auslese+Riesling+Mosel,Riesling,Joh. Jos. Prüm,50,50,50,50
1795,Germany,95,50.0,Mosel,,,Joh.+Jos.+Prüm++Bernkasteler+Badstube+Auslese+Riesling+Mosel,Riesling,Joh. Jos. Prüm,50,50,50,50
1796,US,95,125.0,California,Spring Mountain District,Napa,Barnett++Rattlesnake+Hill+Estate+Bottled+Cabernet+Sauvignon+Spring+Mountain+District,Cabernet Sauvignon,Barnett,50,50,50,50
1797,Portugal,95,58.0,Port,,,Taylor+Fladgate++Quinta+da+Vargellas+Vintage++Port,Port,Taylor Fladgate,50,50,50,50
1798,US,95,60.0,Oregon,Dundee Hills,Willamette Valley,The+Eyrie+Vineyards++Original+Vines+Chardonnay+Dundee+Hills,Chardonnay,The Eyrie Vineyards,50,50,50,50
1799,US,95,120.0,Oregon,Walla Walla Valley (OR),Oregon Other,Horsepower++Sur+Echalas+Vineyard+Grenache+Walla+Walla+Valley+OR,Grenache,Horsepower,50,50,50,50
1800,France,95,65.0,Alsace,Alsace,,Domaine+Ostertag++Muenchberg+Grand+Cru+Riesling+Alsace,Riesling,Domaine Ostertag,50,50,50,50
1801,Germany,95,34.0,Mosel,,,Dr.+Loosen++Ürziger+Würzgarten+Spätlese+Riesling+Mosel,Riesling,Dr. Loosen,50,50,50,50
1802,US,95,35.0,Oregon,Willamette Valley,Willamette Valley,Shea++Shea+Vineyard+Chardonnay+Willamette+Valley,Chardonnay,Shea,50,50,50,50
1803,Portugal,95,40.0,Douro,,,Quinta+do+Vale+Meão++Monte+Meão+Touriga+Nacional+Douro,Touriga Nacional,Quinta do Vale Meão,50,50,50,50
1804,South Africa,95,130.0,Swartland,,,Sadie+Family++Columella+Red+Swartland,Rhône-style Red Blend,Sadie Family,50,50,50,50
1805,Portugal,95,220.0,Port,,,Kopke++Colheita+Tawny++Port,Port,Kopke,50,50,50,50
1806,France,95,,Bordeaux,Pessac-Léognan,,Domaine+de+Chevalier+++Pessac-Léognan,Bordeaux-style Red Blend,Domaine de Chevalier,50,50,50,50
1807,Italy,95,45.0,Tuscany,Chianti Classico,,Ormanni++Etichetta+Storica+Gran+Selezione++Chianti+Classico,Sangiovese,Ormanni,50,50,50,50
1808,Italy,95,,Tuscany,Brunello di Montalcino,,Castello+Banfi++Poggio+alle+Mura+Riserva++Brunello+di+Montalcino,Sangiovese Grosso,Castello Banfi,50,50,50,50
1809,France,95,,Bordeaux,Saint-Émilion,,Château+Canon+++Saint-Émilion,Bordeaux-style Red Blend,Château Canon,50,50,50,50
1810,Portugal,95,74.0,Port,,,Kopke++Colheita+Tawny++Port,Port,Kopke,50,50,50,50
1811,Portugal,95,100.0,Douro,,,Wine+&+Soul++Quinta+da+Manoella+Vinhas+Velhas+Red+Douro,Portuguese Red,Wine & Soul,50,50,50,50
1812,Portugal,95,100.0,Douro,,,Wine+&+Soul++Pintas+Red+Douro,Portuguese Red,Wine & Soul,50,50,50,50
1813,US,95,125.0,California,Stags Leap District,Napa,Stag's+Leap+Wine+Cellars++Fay+Cabernet+Sauvignon+Stags+Leap+District,Cabernet Sauvignon,Stag's Leap Wine Cellars,50,50,50,50
1814,Portugal,95,150.0,Douro,,,Quinta+Vale+Dona+Maria++Vinha+do+Rio+Red+Douro,Portuguese Red,Quinta Vale Dona Maria,50,50,50,50
1815,Portugal,95,110.0,Port,,,Quinta+do+Vallado++Vintage++Port,Port,Quinta do Vallado,50,50,50,50
1816,US,95,66.0,Oregon,Willamette Valley,Willamette Valley,Shea++Shea+Vineyard+Block++Pinot+Noir+Willamette+Valley,Pinot Noir,Shea,50,50,50,50
1817,US,95,87.0,California,Napa Valley,Napa,Shafer++Relentless+Syrah+Napa+Valley,Syrah,Shafer,50,50,50,50
1818,France,95,304.0,Burgundy,Clos Saint-Denis,,Domaine+Dujac++Clos+de+Saint-Denis++Clos+Saint-Denis,Pinot Noir,Domaine Dujac,50,50,50,50
1819,US,95,49.0,California,Russian River Valley,Sonoma,Marimar+Estate++Cristina+Don+Miguel+Vineyard+Pinot+Noir+Russian+River+Valley,Pinot Noir,Marimar Estate,50,50,50,50
1820,France,95,440.0,Burgundy,Montrachet,,Louis+Latour+++Montrachet,Chardonnay,Louis Latour,50,50,50,50
1821,France,95,370.0,Burgundy,Echézeaux,,Domaine+Jacques+Prieur++Echézeaux++Echézeaux,Pinot Noir,Domaine Jacques Prieur,50,50,50,50
1822,US,95,60.0,Washington,Columbia Valley (WA),Columbia Valley,Betz+Family++Père+de+Famille+Cabernet+Sauvignon+Columbia+Valley+WA,Cabernet Sauvignon,Betz Family,50,50,50,50
1823,France,95,93.0,Champagne,Champagne,,Deutz++Amour+de+Deutz+Brut++Champagne,Champagne Blend,Deutz,50,50,50,50
1824,France,95,140.0,Champagne,Champagne,,Deutz++Cuvée+William+Deutz++Champagne,Champagne Blend,Deutz,50,50,50,50
1825,US,95,50.0,Oregon,McMinnville,Willamette Valley,Résonance++Hyland+Vineyard+Chardonnay+McMinnville,Chardonnay,Résonance,50,50,50,50
1826,Germany,95,114.0,Mosel,,,Maximin+Grünhäuser++Herrenberg+Auslese++Grosse+Lage+Riesling+Mosel,Riesling,Maximin Grünhäuser,50,50,50,50
1827,US,95,48.0,California,Santa Cruz Mountains,Central Coast,Big+Basin++Lester+Family+Vineyard+Pinot+Noir+Santa+Cruz+Mountains,Pinot Noir,Big Basin,50,50,50,50
1828,US,95,92.0,Oregon,Willamette Valley,Willamette Valley,Shea++Shea+Vineyard+Homer+Pinot+Noir+Willamette+Valley,Pinot Noir,Shea,50,50,50,50
1829,France,95,,Champagne,Champagne,,Moët+&+Chandon++Dom+Pérignon+Oenothèque+Brut++Champagne,Champagne Blend,Moët & Chandon,50,50,50,50
1830,France,95,350.0,Champagne,Champagne,,Krug++Brut++Champagne,Champagne Blend,Krug,50,50,50,50
1831,France,95,,Champagne,Champagne,,Taittinger++Brut+Millésimé++Champagne,Champagne Blend,Taittinger,50,50,50,50
1832,US,95,39.0,California,Arroyo Grande Valley,Central Coast,Testarossa++Rincon+Vineyard+Chardonnay+Arroyo+Grande+Valley,Chardonnay,Testarossa,50,50,50,50
1833,US,95,57.0,California,Russian River Valley,Sonoma,Merry+Edwards++Meredith+Estate+Pinot+Noir+Russian+River+Valley,Pinot Noir,Merry Edwards,50,50,50,50
1834,US,95,57.0,California,Russian River Valley,Sonoma,Merry+Edwards++Klopp+Ranch+Pinot+Noir+Russian+River+Valley,Pinot Noir,Merry Edwards,50,50,50,50
1835,US,95,50.0,California,Green Valley,Sonoma,Dutton-Goldfield++Dutton+Ranch+Rued+Vineyard+Chardonnay+Green+Valley,Chardonnay,Dutton-Goldfield,50,50,50,50
1836,Portugal,95,40.0,Douro,,,Wine+&+Soul++Pintas+Character+Red+Douro,Portuguese Red,Wine & Soul,50,50,50,50
1837,US,95,70.0,California,Sta. Rita Hills,Central Coast,Tantara++Gwendolyn+Pinot+Noir+Sta.+Rita+Hills,Pinot Noir,Tantara,50,50,50,50
1838,France,95,360.0,Burgundy,Chambertin,,Domaine+Jacques+Prieur++Chambertin++Chambertin,Pinot Noir,Domaine Jacques Prieur,50,50,50,50
1839,Italy,95,135.0,Piedmont,Barolo,,Marchesi+di+Barolo++Cannubi++Barolo,Nebbiolo,Marchesi di Barolo,50,50,50,50
1840,US,95,75.0,California,Santa Ynez Valley,Central Coast,Dragonette++MJM+Syrah+Santa+Ynez+Valley,Syrah,Dragonette,50,50,50,50
1841,US,95,45.0,Washington,Red Mountain,Columbia Valley,Mark+Ryan++Dead+Horse+Red+Red+Mountain,Bordeaux-style Red Blend,Mark Ryan,50,50,50,50
1842,US,95,135.0,California,Napa Valley,Napa,David+Arthur++Elevation++Cabernet+Sauvignon+Napa+Valley,Cabernet Sauvignon,David Arthur,50,50,50,50
1843,Portugal,95,90.0,Port,,,Quinta+de+la+Rosa++Estate+Bottled+Vintage++Port,Port,Quinta de la Rosa,50,50,50,50
1844,France,95,,Burgundy,Chevalier-Montrachet,,Bouchard+Père+&+Fils+++Chevalier-Montrachet,Chardonnay,Bouchard Père & Fils,50,50,50,50
1845,France,95,,Burgundy,Corton-Charlemagne,,Louis+Latour+++Corton-Charlemagne,Chardonnay,Louis Latour,50,50,50,50
1846,France,95,,Burgundy,Chevalier-Montrachet,,Bouchard+Père+&+Fils++Chevalier-Montrachet+La+Cabotte++Chevalier-Montrachet,Chardonnay,Bouchard Père & Fils,50,50,50,50
1847,US,95,70.0,California,Alexander Valley,Sonoma,Lancaster++Cabernet+Sauvignon+Alexander+Valley,Cabernet Sauvignon,Lancaster,50,50,50,50
1848,Portugal,95,,Port,,,Taylor+Fladgate++Quinta+da+Eira+Velha+Vintage++Port,Port,Taylor Fladgate,50,50,50,50
1849,Germany,95,333.0,Pfalz,,,Geh.+Rat+Dr.+von+Bassermann-Jordan++Ruppertsberger+Reiterpfad+Trockenbeerenauslese+-++ml+Riesling+Pfalz,Riesling,Geh. Rat Dr. von Bassermann-Jordan,50,50,50,50
1850,US,95,100.0,California,Rutherford,Napa,Meander++Morisoli+Vineyard+Cabernet+Sauvignon+Rutherford,Cabernet Sauvignon,Meander,50,50,50,50
1851,US,95,82.0,California,Napa Valley,Napa,Alpha+Omega++Proprietary+Red+Wine+Red+Napa+Valley,Bordeaux-style Red Blend,Alpha Omega,50,50,50,50
1852,US,95,75.0,California,Napa Valley,Napa,Hall++Kathryn+Hall+Cabernet+Sauvignon+Napa+Valley,Cabernet Sauvignon,Hall,50,50,50,50
1853,Australia,95,60.0,South Australia,Barossa Valley,,Kaesler++Old+Vine+Shiraz+Barossa+Valley,Shiraz,Kaesler,50,50,50,50
1854,Portugal,95,236.0,Madeira,,,Blandy's++White+Madeira,Terrantez,Blandy's,50,50,50,50
1855,US,95,80.0,Oregon,Dundee Hills,Willamette Valley,The+Eyrie+Vineyards++Original+Vines+Estate+Pinot+Noir+Dundee+Hills,Pinot Noir,The Eyrie Vineyards,50,50,50,50
1856,England,95,50.0,England,,,Chapel+Down++Three+Graces+Sparkling+England,Sparkling Blend,Chapel Down,50,50,50,50
1857,France,95,72.0,Alsace,Alsace,,Domaine+Gresser++Kastelberg+Grand+Cru+Riesling+Alsace,Riesling,Domaine Gresser,50,50,50,50
1858,France,95,74.0,Alsace,Alsace,,Domaine+Marcel+Deiss++Altenberg+de+Bergheim+Grand+Cru+White+Alsace,Alsace white blend,Domaine Marcel Deiss,50,50,50,50
1859,Italy,95,65.0,Piedmont,Barolo,,Pio+Cesare+++Barolo,Nebbiolo,Pio Cesare,50,50,50,50
1860,US,95,45.0,California,Russian River Valley,Sonoma,Marimar+Estate++Dobles+Lías+Don+Miguel+Vineyard+Chardonnay+Russian+River+Valley,Chardonnay,Marimar Estate,50,50,50,50
1861,US,95,65.0,California,Russian River Valley,Sonoma,Joseph+Swan+Vineyards++Trenton+Estate+Vineyard+Pinot+Noir+Russian+River+Valley,Pinot Noir,Joseph Swan Vineyards,50,50,50,50
1862,Argentina,95,100.0,Mendoza Province,Luján de Cuyo,,Terrazas+de+Los+Andes++Single+Parcel+Los+Cerezos+Malbec+Luján+de+Cuyo,Malbec,Terrazas de Los Andes,50,50,50,50
1863,France,95,89.0,Burgundy,Chablis,,La+Chablisienne++Château+Grenouilles+Grand+Cru++Chablis,Chardonnay,La Chablisienne,50,50,50,50
1864,US,95,55.0,California,Russian River Valley,Sonoma,Lynmar++Old+Wente+Chardonnay+Russian+River+Valley,Chardonnay,Lynmar,50,50,50,50
1865,France,95,75.0,Alsace,Alsace,,Hugel++Grossi+Laüe+Pinot+Gris+Alsace,Pinot Gris,Hugel,50,50,50,50
1866,France,95,45.0,Alsace,Alsace,,Jean+Biecher+&+Fils++Wiebelsberg+Grand+Cru+Riesling+Alsace,Riesling,Jean Biecher & Fils,50,50,50,50
1867,France,95,45.0,Alsace,Alsace,,Marc+Kreydenweiss++Kastelberg+Grand+Cru+Riesling+Alsace,Riesling,Marc Kreydenweiss,50,50,50,50
1868,US,95,165.0,California,Oakville,Napa,Nickel+&+Nickel++Martin+Stelling+Vineyard+Cabernet+Sauvignon+Oakville,Cabernet Sauvignon,Nickel & Nickel,50,50,50,50
1869,France,95,300.0,Champagne,Champagne,,Perrier+Jouët++Belle+Epoque+Blanc+de+Blancs+Brut+Chardonnay+Champagne,Chardonnay,Perrier Jouët,50,50,50,50
1870,France,95,55.0,Loire Valley,Coteaux du Layon,,Moulin+Touchais++Chenin+Blanc+Coteaux+du+Layon,Chenin Blanc,Moulin Touchais,50,50,50,50
1871,France,95,97.0,Champagne,Champagne,,Taittinger++Millésimé+Brut++Champagne,Champagne Blend,Taittinger,50,50,50,50
1872,France,95,36.0,Alsace,Alsace,,Paul+Blanck++Schlossberg+Grand+Cru+Riesling+Alsace,Riesling,Paul Blanck,50,50,50,50
1873,US,95,50.0,California,Russian River Valley,Sonoma,Limerick+Lane++Headpruned+Block+Syrah+Russian+River+Valley,Syrah,Limerick Lane,50,50,50,50
1874,US,95,75.0,California,Templeton Gap District,Central Coast,Austin+Hope++Avery+#+The+Magic+Sun+G-S-M+Templeton+Gap+District,G-S-M,Austin Hope,50,50,50,50
1875,France,95,60.0,Alsace,Alsace,,Trimbach++Cuvée+Frédéric+Emile+Riesling+Alsace,Riesling,Trimbach,50,50,50,50
1876,France,95,154.0,Burgundy,Chablis,,Albert+Bichot++Domaine+Long-Depaquit+Moutonne++Chablis,Chardonnay,Albert Bichot,50,50,50,50
1877,Spain,95,90.0,Catalonia,Priorat,,Terroir+Al+Límit++Dits+Del+Terra+Carignan+Priorat,Carignan,Terroir Al Límit,50,50,50,50
1878,US,95,50.0,California,Sta. Rita Hills,Central Coast,Siduri++Dierberg+Vineyard+Pinot+Noir+Sta.+Rita+Hills,Pinot Noir,Siduri,50,50,50,50
1879,US,95,120.0,California,North Coast,North Coast,Schramsberg++Reserve+Sparkling+North+Coast,Sparkling Blend,Schramsberg,50,50,50,50
1880,US,95,46.0,California,Sta. Rita Hills,Central Coast,Flying+Goat+Cellars++Rio+Vista+Vineyard+Dijon+Pinot+Noir+Sta.+Rita+Hills,Pinot Noir,Flying Goat Cellars,50,50,50,50
1881,US,95,110.0,California,Carneros,Napa-Sonoma,Domaine+Carneros++Le+Rêve+Estate+Grown+Blanc+de+Blancs+Chardonnay+Carneros,Chardonnay,Domaine Carneros,50,50,50,50
1882,US,95,70.0,California,Santa Cruz Mountains,Central Coast,Mount+Eden+Vineyards++Estate+Bottled+Cabernet+Sauvignon+Santa+Cruz+Mountains,Cabernet Sauvignon,Mount Eden Vineyards,50,50,50,50
1883,US,95,60.0,California,Arroyo Grande Valley,Central Coast,Laetitia++Single+Vineyard+La+Colline+Pinot+Noir+Arroyo+Grande+Valley,Pinot Noir,Laetitia,50,50,50,50
1884,France,95,125.0,Burgundy,Corton,,Domaine+Arnoux+Père+et+Fils++Le+Rognet++Corton,Pinot Noir,Domaine Arnoux Père et Fils,50,50,50,50
1885,France,95,60.0,Alsace,Alsace,,Gustave+Lorentz++Altenberg+de+Bergheim+Grand+Cru+Riesling+Alsace,Riesling,Gustave Lorentz,50,50,50,50
1886,US,95,75.0,California,Russian River Valley,Sonoma,Gary+Farrell++Rochioli+Vineyard+Pinot+Noir+Russian+River+Valley,Pinot Noir,Gary Farrell,50,50,50,50
1887,France,95,49.0,Alsace,Alsace,,Domaine+Schoffit++Clos+Saint-Théobald+Rangen+Grand+Cru+Muscat+Alsace,Muscat,Domaine Schoffit,50,50,50,50
1888,France,95,56.0,Alsace,Alsace,,Domaine+Barmès-Buecher++Hengst+Grand+Cru+Riesling+Alsace,Riesling,Domaine Barmès-Buecher,50,50,50,50
1889,France,95,80.0,Champagne,Champagne,,Billecart-Salmon++Vintage+Extra+Brut++Champagne,Champagne Blend,Billecart-Salmon,50,50,50,50
1890,France,95,64.0,Loire Valley,Coteaux du Layon,,Moulin+Touchais++Chenin+Blanc+Coteaux+du+Layon,Chenin Blanc,Moulin Touchais,50,50,50,50
1891,US,95,44.0,California,Edna Valley,Central Coast,Claiborne+&+Churchill++Twin+Creeks+Pinot+Noir+Edna+Valley,Pinot Noir,Claiborne & Churchill,50,50,50,50
1892,France,95,108.0,Alsace,Alsace,,Domaine+Schoffit++Clos+Saint-Théobald+Rangen+Grand+Cru+Sélection+de+Grains+Nobles+Pinot+Gris+Alsace,Pinot Gris,Domaine Schoffit,50,50,50,50
1893,US,95,55.0,California,Russian River Valley,Sonoma,Lynmar++Monastery+Chardonnay+Russian+River+Valley,Chardonnay,Lynmar,50,50,50,50
1894,US,95,52.0,California,Russian River Valley,Sonoma,Williams+Selyem++Papera+Vineyard+Zinfandel+Russian+River+Valley,Zinfandel,Williams Selyem,50,50,50,50
1895,Argentina,95,225.0,Mendoza Province,Mendoza,,Viña+Cobos++Cobos+Marchiori+Vineyard+Malbec+Mendoza,Malbec,Viña Cobos,50,50,50,50
1896,France,95,238.0,Burgundy,Puligny-Montrachet,,Domaine+Leflaive++Les+Combettes+Premier+Cru++Puligny-Montrachet,Chardonnay,Domaine Leflaive,50,50,50,50
1897,US,95,250.0,California,Napa Valley,Napa,Cardinale++Cabernet+Sauvignon+Napa+Valley,Cabernet Sauvignon,Cardinale,50,50,50,50
1898,US,95,65.0,California,Spring Mountain District,Napa,Terra+Valentine++K-Block+Estate+Grown+Cabernet+Sauvignon+Spring+Mountain+District,Cabernet Sauvignon,Terra Valentine,50,50,50,50
1899,US,95,100.0,California,Oakville,Napa,Janzen++Beckstoffer+Missouri+Hopper+Vineyard+Cabernet+Sauvignon+Oakville,Cabernet Sauvignon,Janzen,50,50,50,50
1900,US,95,200.0,California,Napa Valley,Napa,JCB++No.++Cabernet+Sauvignon+Napa+Valley,Cabernet Sauvignon,JCB,50,50,50,50
1901,France,95,160.0,Burgundy,Corton-Charlemagne,,Domaine+des+Croix+++Corton-Charlemagne,Chardonnay,Domaine des Croix,50,50,50,50
1902,France,95,,Burgundy,La Romanée,,Domaine+du+Comte+Liger-Belair+++La+Romanée,Pinot Noir,Domaine du Comte Liger-Belair,50,50,50,50
1903,Italy,95,105.0,Tuscany,Toscana,,Marchesi+Antinori++Tignanello+Red+Toscana,Red Blend,Marchesi Antinori,50,50,50,50
1904,US,95,60.0,California,Russian River Valley,Sonoma,Lynmar++Quail+Hill+Vineyard+Chardonnay+Russian+River+Valley,Chardonnay,Lynmar,50,50,50,50
1905,France,95,38.0,Alsace,Alsace,,Boeckel++Zotzenberg+Grand+Cru+Riesling+Alsace,Riesling,Boeckel,50,50,50,50
1906,US,95,65.0,Oregon,McMinnville,Willamette Valley,Brittan+Vineyards++Cygnus+Block+Pinot+Noir+McMinnville,Pinot Noir,Brittan Vineyards,50,50,50,50
1907,US,95,40.0,California,Russian River Valley,Sonoma,EnRoute++Brumaire+Chardonnay+Russian+River+Valley,Chardonnay,EnRoute,50,50,50,50
1908,US,95,80.0,California,Russian River Valley,Sonoma,Benovia++Bella+Una+Pinot+Noir+Russian+River+Valley,Pinot Noir,Benovia,50,50,50,50
1909,France,95,360.0,Burgundy,Echézeaux,,Louis+Latour+++Echézeaux,Pinot Noir,Louis Latour,50,50,50,50
1910,France,95,85.0,Alsace,Alsace,,Domaine+Zind-Humbrecht++Goldert+Grand+Cru+Gewurztraminer+Alsace,Gewürztraminer,Domaine Zind-Humbrecht,50,50,50,50
1911,Portugal,95,,Port,,,Cálem+++Port,Port,Cálem,50,50,50,50
1912,France,95,,Bordeaux,Saint-Julien,,Clos+du+Marquis+++Saint-Julien,Bordeaux-style Red Blend,Clos du Marquis,50,50,50,50
1913,Italy,95,115.0,Tuscany,Brunello di Montalcino,,Il+Poggione++Vigna+Paganelli+Riserva++Brunello+di+Montalcino,Sangiovese Grosso,Il Poggione,50,50,50,50
1914,Spain,95,200.0,Northern Spain,Toro,,Numanthia++Termanthia++Toro,Tinta de Toro,Numanthia,50,50,50,50
1915,France,95,90.0,Champagne,Champagne,,Larmandier-Bernier++Vieilles+Vignes+de+Cramant+Grand+Cru+Chardonnay+Champagne,Chardonnay,Larmandier-Bernier,50,50,50,50
1916,Italy,95,150.0,Tuscany,Brunello di Montalcino,,Castello+Banfi++Poggio+all'Oro+Riserva++Brunello+di+Montalcino,Sangiovese Grosso,Castello Banfi,50,50,50,50
1917,US,95,110.0,California,North Coast,North Coast,Schramsberg++Reserve+Sparkling+North+Coast,Sparkling Blend,Schramsberg,50,50,50,50
1918,France,95,375.0,Bordeaux,Saint-Émilion,,Château+Bélair-Monange+++Saint-Émilion,Bordeaux-style Red Blend,Château Bélair-Monange,50,50,50,50
1919,France,95,160.0,Bordeaux,Pessac-Léognan,,Château+Haut-Bailly+++Pessac-Léognan,Bordeaux-style Red Blend,Château Haut-Bailly,50,50,50,50
1920,France,95,398.0,Bordeaux,Pomerol,,Château+la+Fleur-Pétrus+++Pomerol,Bordeaux-style Red Blend,Château la Fleur-Pétrus,50,50,50,50
1921,Spain,95,90.0,Northern Spain,Toro,,Elias+Mora++Gran++Toro,Tinta de Toro,Elias Mora,50,50,50,50
1922,US,95,28.0,California,Sonoma County,Sonoma,Carlisle++The+Derivative+White+Sonoma+County,White Blend,Carlisle,50,50,50,50
1923,US,95,50.0,California,Napa Valley,Napa,Carlisle++Palisades+Vineyard+Petite+Sirah+Napa+Valley,Petite Sirah,Carlisle,50,50,50,50
1924,Portugal,95,52.0,Port,,,C.+da+Silva++Dalva+Vintage++Port,Port,C. da Silva,50,50,50,50
1925,Portugal,95,50.0,Alentejano,,,Luis+Duarte++Rubrica+Tinto+Red+Alentejano,Portuguese Red,Luis Duarte,50,50,50,50
1926,Australia,95,65.0,South Australia,Barossa Valley,,Lambert++The+Family+Tree+Shiraz+Barossa+Valley,Shiraz,Lambert,50,50,50,50
1927,Portugal,95,99.0,Alentejano,,,J.+Portugal+Ramos++Estremus+Red+Alentejano,Portuguese Red,J. Portugal Ramos,50,50,50,50
1928,Portugal,95,85.0,Port,,,Quinta+do+Noval++Vintage++Port,Port,Quinta do Noval,50,50,50,50
1929,Portugal,95,375.0,Port,,,Kopke++Colheita+Tawny++Port,Port,Kopke,50,50,50,50
1930,Portugal,95,60.0,Alentejano,,,Luis+Duarte++Rubrica+Red+Alentejano,Portuguese Red,Luis Duarte,50,50,50,50
1931,Australia,95,70.0,South Australia,Barossa Valley,,Penfolds++RWT+Shiraz+Barossa+Valley,Shiraz,Penfolds,50,50,50,50
1932,France,95,,Bordeaux,Saint-Estèphe,,Château+Cos+d'Estournel+++Saint-Estèphe,Bordeaux-style Red Blend,Château Cos d'Estournel,50,50,50,50
1933,US,95,60.0,California,Arroyo Grande Valley,Central Coast,Laetitia++La+Colline+Single+Vineyard+Pinot+Noir+Arroyo+Grande+Valley,Pinot Noir,Laetitia,50,50,50,50
1934,France,95,,Bordeaux,Pessac-Léognan,,Château+Pape+Clément+++Pessac-Léognan,Bordeaux-style Red Blend,Château Pape Clément,50,50,50,50
1935,US,95,55.0,California,Stags Leap District,Napa,Baldacci++Cabernet+Sauvignon+Stags+Leap+District,Cabernet Sauvignon,Baldacci,50,50,50,50
1936,US,95,55.0,California,Chalk Hill,Sonoma,Chalk+Hill++Botrytised+Sémillon+Chalk+Hill,Sémillon,Chalk Hill,50,50,50,50
1937,US,95,50.0,California,Carneros,Napa-Sonoma,Gloria+Ferrer++Carneros+Cuvée+Sparkling+Carneros,Sparkling Blend,Gloria Ferrer,50,50,50,50
1938,US,95,85.0,California,Napa Valley,Napa,Duckhorn++Estate+Grown+Merlot+Napa+Valley,Merlot,Duckhorn,50,50,50,50
1939,France,95,80.0,Champagne,Champagne,,Larmandier-Bernier+NV+Vieilles+Vignes+de+Cramant+Grand+Cru+Chardonnay+Champagne,Chardonnay,Larmandier-Bernier,50,50,50,50
1940,US,95,72.0,Oregon,Columbia Valley (OR),Oregon Other,Sineann++Block+One+Champoux+Vineyard+Cabernet+Sauvignon+Columbia+Valley+OR,Cabernet Sauvignon,Sineann,50,50,50,50
1941,Portugal,95,180.0,Alentejo,,,Herdade+do+Esporão++Torre+do+Esporão+Garrafeira+Red+Alentejo,Portuguese Red,Herdade do Esporão,50,50,50,50
1942,Portugal,95,194.0,Madeira,,,Cossart+Gordon++Bual+Madeira,Bual,Cossart Gordon,50,50,50,50
1943,US,95,48.0,California,Ben Lomond Mountain,Central Coast,Big+Basin++Coast+Grade+Vineyard+Pinot+Noir+Ben+Lomond+Mountain,Pinot Noir,Big Basin,50,50,50,50
1944,France,95,53.0,Alsace,Alsace,,Domaine+Schoffit++Rangen+Grand+Cru+Clos+Saint+Théobald+Riesling+Alsace,Riesling,Domaine Schoffit,50,50,50,50
1945,US,95,55.0,Oregon,Dundee Hills,Willamette Valley,Domaine+Serene++Evenstad+Reserve+Chardonnay+Dundee+Hills,Chardonnay,Domaine Serene,50,50,50,50
1946,France,95,46.0,Alsace,Alsace,,Domaine+Weinbach++Schlossberg+Grand+Cru+Riesling+Alsace,Riesling,Domaine Weinbach,50,50,50,50
1947,US,95,95.0,Washington,Columbia Valley (WA),Columbia Valley,Shoup++Red+Columbia+Valley+WA,Bordeaux-style Red Blend,Shoup,50,50,50,50
1948,US,95,90.0,California,Napa Valley,Napa,Sequoia+Grove++Oak+Knoll+Ranch+Lamoreaux+Vineyards+Vintner+Select+Cabernet+Sauvignon+Napa+Valley,Cabernet Sauvignon,Sequoia Grove,50,50,50,50
1949,US,95,38.0,California,Mendocino Ridge,,Donkey+&+Goat++Perli+Vineyard+Syrah+Mendocino+Ridge,Syrah,Donkey & Goat,50,50,50,50
1950,France,95,235.0,Bordeaux,Saint-Émilion,,Le+Dôme+++Saint-Émilion,Bordeaux-style Red Blend,Le Dôme,50,50,50,50
1951,France,95,,Bordeaux,Pessac-Léognan,,Château+Smith+Haut+Lafitte+++Pessac-Léognan,Bordeaux-style White Blend,Château Smith Haut Lafitte,50,50,50,50
1952,US,95,145.0,California,St. Helena,Napa,B+Cellars++Beckstoffer+Dr.+Crane+Vineyard+Cabernet+Sauvignon+St.+Helena,Cabernet Sauvignon,B Cellars,50,50,50,50
